method,base_method,knowledge_mode,near_threshold_margin_degc,temporal_minimum_near_windows,spatial_maximum_margin_degc,target_days,observed_hot_days,observed_hot_day_hits,observed_hot_day_recall,observed_nonhot_days,observed_nonhot_day_correct_negatives,observed_nonhot_day_specificity,balanced_accuracy,event_cases,event_case_detections,event_case_detection_fraction,control_cases,control_case_correct_rejections,control_case_rejection_fraction,knowledge_upgrade_count,complexity_rank,passes_all_gates,minimum_operational_skill
joint_heat_blend075_pooled_loco_kg_spatial_hotspot_margin0p75_windows2_maxmargin1p0,blend075_pooled_loco,spatial_hotspot,0.75,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,10,1,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_spatial_hotspot_margin0p75_windows3_maxmargin1p0,blend075_pooled_loco,spatial_hotspot,0.75,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,10,1,False,0.4444444444444444
joint_heat_maximum_pooled_loco_kg_temporal_and_spatial_margin1p25_windows2_maxmargin1p0,maximum_pooled_loco,temporal_and_spatial,1.25,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,10,2,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_or_spatial_margin0p75_windows2_maxmargin1p0,blend075_pooled_loco,temporal_or_spatial,0.75,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,10,3,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin1p0,blend075_pooled_loco,temporal_or_spatial,0.75,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,10,3,False,0.4444444444444444
joint_heat_blend050_pooled_loco_kg_temporal_and_spatial_margin2p0_windows2_maxmargin1p0,blend050_pooled_loco,temporal_and_spatial,2.0,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,2,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_and_spatial_margin1p25_windows2_maxmargin1p0,blend075_pooled_loco,temporal_and_spatial,1.25,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,2,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_and_spatial_margin1p5_windows2_maxmargin1p0,blend075_pooled_loco,temporal_and_spatial,1.5,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,2,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_and_spatial_margin2p0_windows2_maxmargin1p0,blend075_pooled_loco,temporal_and_spatial,2.0,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,2,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_and_spatial_margin2p0_windows3_maxmargin1p0,blend075_pooled_loco,temporal_and_spatial,2.0,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,2,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_and_spatial_margin2p5_windows3_maxmargin1p0,blend075_pooled_loco,temporal_and_spatial,2.5,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,2,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda1_kg_temporal_and_spatial_margin1p5_windows2_maxmargin1p0,ridge_state_loco_lambda1,temporal_and_spatial,1.5,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,2,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_or_spatial_margin1p0_windows2_maxmargin0p0,blend075_pooled_loco,temporal_or_spatial,1.0,2.0,0.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,3,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_or_spatial_margin1p0_windows2_maxmargin0p5,blend075_pooled_loco,temporal_or_spatial,1.0,2.0,0.5,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,11,3,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_spatial_hotspot_margin1p5_windows2_maxmargin1p0,ridge_state_loco_lambda100,spatial_hotspot,1.5,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,12,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_spatial_hotspot_margin1p5_windows3_maxmargin1p0,ridge_state_loco_lambda100,spatial_hotspot,1.5,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,12,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_spatial_hotspot_margin2p0_windows2_maxmargin1p0,ridge_state_loco_lambda100,spatial_hotspot,2.0,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,13,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_spatial_hotspot_margin2p0_windows3_maxmargin1p0,ridge_state_loco_lambda100,spatial_hotspot,2.0,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,13,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_and_spatial_margin2p0_windows2_maxmargin1p0,ridge_state_loco_lambda100,temporal_and_spatial,2.0,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,13,2,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_and_spatial_margin2p5_windows2_maxmargin1p0,ridge_state_loco_lambda100,temporal_and_spatial,2.5,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,13,2,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda10_kg_spatial_hotspot_margin1p5_windows2_maxmargin1p0,ridge_state_loco_lambda10,spatial_hotspot,1.5,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,14,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda10_kg_spatial_hotspot_margin1p5_windows3_maxmargin1p0,ridge_state_loco_lambda10,spatial_hotspot,1.5,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,14,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda10_kg_spatial_hotspot_margin2p0_windows2_maxmargin1p0,ridge_state_loco_lambda10,spatial_hotspot,2.0,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,15,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda10_kg_spatial_hotspot_margin2p0_windows3_maxmargin1p0,ridge_state_loco_lambda10,spatial_hotspot,2.0,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,15,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda10_kg_temporal_and_spatial_margin2p0_windows2_maxmargin1p0,ridge_state_loco_lambda10,temporal_and_spatial,2.0,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,15,2,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_spatial_hotspot_margin2p5_windows2_maxmargin1p0,raw_spatial_p95,spatial_hotspot,2.5,2.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,16,1,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_spatial_hotspot_margin2p5_windows3_maxmargin1p0,raw_spatial_p95,spatial_hotspot,2.5,3.0,1.0,37,14,8,0.5714285714285714,23,14,0.6086956521739131,0.5900621118012422,9,4,0.4444444444444444,7,5,0.7142857142857143,16,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_spatial_hotspot_margin0p75_windows2_maxmargin1p0,region_median_loco,spatial_hotspot,0.75,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_spatial_hotspot_margin0p75_windows3_maxmargin1p0,region_median_loco,spatial_hotspot,0.75,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_and_spatial_margin1p0_windows2_maxmargin1p0,lead_median_loco,temporal_and_spatial,1.0,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,2,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_and_spatial_margin1p25_windows3_maxmargin1p0,lead_median_loco,temporal_and_spatial,1.25,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin1p0_windows2_maxmargin1p0,region_lead_shrinkage_loco,temporal_and_spatial,1.0,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin1p25_windows3_maxmargin1p0,region_lead_shrinkage_loco,temporal_and_spatial,1.25,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin1p5_windows3_maxmargin1p0,region_lead_shrinkage_loco,temporal_and_spatial,1.5,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin0p75_windows2_maxmargin1p0,region_median_loco,temporal_and_spatial,0.75,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin1p0,region_median_loco,temporal_or_spatial,0.75,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,4,3,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_spatial_hotspot_margin0p5_windows2_maxmargin1p0,pooled_median_loco,spatial_hotspot,0.5,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,5,1,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_spatial_hotspot_margin0p5_windows3_maxmargin1p0,pooled_median_loco,spatial_hotspot,0.5,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,5,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_temporal_and_spatial_margin0p75_windows2_maxmargin1p0,blend025_pooled_loco,temporal_and_spatial,0.75,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,5,2,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_temporal_and_spatial_margin0p75_windows2_maxmargin1p0,pooled_median_loco,temporal_and_spatial,0.75,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,5,2,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_temporal_or_spatial_margin0p5_windows2_maxmargin0p0,blend025_pooled_loco,temporal_or_spatial,0.5,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,5,3,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_temporal_or_spatial_margin0p5_windows2_maxmargin0p5,blend025_pooled_loco,temporal_or_spatial,0.5,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,5,3,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin0p5_windows2_maxmargin1p0,pooled_median_loco,temporal_or_spatial,0.5,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,5,3,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin0p5_windows3_maxmargin1p0,pooled_median_loco,temporal_or_spatial,0.5,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,5,3,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin0p75_windows2_maxmargin0p0,blend025_pooled_loco,temporal_near_threshold,0.75,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,6,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin0p75_windows2_maxmargin0p5,blend025_pooled_loco,temporal_near_threshold,0.75,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,6,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin0p75_windows2_maxmargin1p0,blend025_pooled_loco,temporal_near_threshold,0.75,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,6,1,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_near_threshold_margin0p75_windows2_maxmargin0p0,blend075_pooled_loco,temporal_near_threshold,0.75,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,8,1,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_near_threshold_margin0p75_windows2_maxmargin0p5,blend075_pooled_loco,temporal_near_threshold,0.75,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,8,1,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_near_threshold_margin0p75_windows2_maxmargin1p0,blend075_pooled_loco,temporal_near_threshold,0.75,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,8,1,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_and_spatial_margin0p75_windows2_maxmargin1p0,blend075_pooled_loco,temporal_and_spatial,0.75,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,8,2,False,0.4444444444444444
joint_heat_blend050_pooled_loco_kg_temporal_or_spatial_margin0p75_windows2_maxmargin0p0,blend050_pooled_loco,temporal_or_spatial,0.75,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,8,3,False,0.4444444444444444
joint_heat_blend050_pooled_loco_kg_temporal_or_spatial_margin0p75_windows2_maxmargin0p5,blend050_pooled_loco,temporal_or_spatial,0.75,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,8,3,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_spatial_hotspot_margin1p25_windows2_maxmargin1p0,ridge_state_loco_lambda100,spatial_hotspot,1.25,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,10,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_spatial_hotspot_margin1p25_windows3_maxmargin1p0,ridge_state_loco_lambda100,spatial_hotspot,1.25,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,10,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_and_spatial_margin1p25_windows2_maxmargin1p0,ridge_state_loco_lambda100,temporal_and_spatial,1.25,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,10,2,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_or_spatial_margin1p25_windows3_maxmargin1p0,ridge_state_loco_lambda100,temporal_or_spatial,1.25,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,10,3,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_near_threshold_margin1p25_windows2_maxmargin0p0,ridge_state_loco_lambda100,temporal_near_threshold,1.25,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,11,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_near_threshold_margin1p25_windows2_maxmargin0p5,ridge_state_loco_lambda100,temporal_near_threshold,1.25,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,11,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_near_threshold_margin1p25_windows2_maxmargin1p0,ridge_state_loco_lambda100,temporal_near_threshold,1.25,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,11,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_or_spatial_margin1p25_windows2_maxmargin0p0,ridge_state_loco_lambda100,temporal_or_spatial,1.25,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,11,3,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_or_spatial_margin1p25_windows2_maxmargin0p5,ridge_state_loco_lambda100,temporal_or_spatial,1.25,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,11,3,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda100_kg_temporal_or_spatial_margin1p25_windows2_maxmargin1p0,ridge_state_loco_lambda100,temporal_or_spatial,1.25,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,11,3,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda10_kg_temporal_or_spatial_margin1p25_windows2_maxmargin0p0,ridge_state_loco_lambda10,temporal_or_spatial,1.25,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,12,3,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda10_kg_temporal_or_spatial_margin1p25_windows2_maxmargin0p5,ridge_state_loco_lambda10,temporal_or_spatial,1.25,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,12,3,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_spatial_hotspot_margin2p0_windows2_maxmargin1p0,raw_spatial_p95,spatial_hotspot,2.0,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,14,1,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_spatial_hotspot_margin2p0_windows3_maxmargin1p0,raw_spatial_p95,spatial_hotspot,2.0,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,14,1,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_temporal_and_spatial_margin2p0_windows2_maxmargin1p0,raw_spatial_p95,temporal_and_spatial,2.0,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,14,2,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_temporal_or_spatial_margin2p0_windows3_maxmargin1p0,raw_spatial_p95,temporal_or_spatial,2.0,3.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,14,3,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_temporal_near_threshold_margin2p0_windows2_maxmargin0p0,raw_spatial_p95,temporal_near_threshold,2.0,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,15,1,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_temporal_near_threshold_margin2p0_windows2_maxmargin0p5,raw_spatial_p95,temporal_near_threshold,2.0,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,15,1,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_temporal_near_threshold_margin2p0_windows2_maxmargin1p0,raw_spatial_p95,temporal_near_threshold,2.0,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,15,1,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_temporal_or_spatial_margin2p0_windows2_maxmargin0p0,raw_spatial_p95,temporal_or_spatial,2.0,2.0,0.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,15,3,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_temporal_or_spatial_margin2p0_windows2_maxmargin0p5,raw_spatial_p95,temporal_or_spatial,2.0,2.0,0.5,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,15,3,False,0.4444444444444444
joint_heat_raw_spatial_p95_kg_temporal_or_spatial_margin2p0_windows2_maxmargin1p0,raw_spatial_p95,temporal_or_spatial,2.0,2.0,1.0,37,14,7,0.5,23,15,0.6521739130434783,0.5760869565217391,9,4,0.4444444444444444,7,5,0.7142857142857143,15,3,False,0.4444444444444444
joint_heat_region_median_loco_kg_spatial_hotspot_margin1p5_windows2_maxmargin1p0,region_median_loco,spatial_hotspot,1.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,7,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_spatial_hotspot_margin1p5_windows3_maxmargin1p0,region_median_loco,spatial_hotspot,1.5,3.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,7,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin2p5_windows2_maxmargin1p0,lead_median_loco,spatial_hotspot,2.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin2p5_windows3_maxmargin1p0,lead_median_loco,spatial_hotspot,2.5,3.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin2p5_windows2_maxmargin1p0,region_lead_shrinkage_loco,spatial_hotspot,2.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin2p5_windows3_maxmargin1p0,region_lead_shrinkage_loco,spatial_hotspot,2.5,3.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_and_spatial_margin2p5_windows2_maxmargin1p0,lead_median_loco,temporal_and_spatial,2.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin2p5_windows2_maxmargin1p0,region_lead_shrinkage_loco,temporal_and_spatial,2.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin2p0_windows2_maxmargin1p0,region_median_loco,temporal_and_spatial,2.0,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin2p5_windows2_maxmargin1p0,region_median_loco,temporal_and_spatial,2.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin2p5_windows3_maxmargin1p0,region_median_loco,temporal_and_spatial,2.5,3.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,8,2,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin1p25_windows2_maxmargin1p0,blend025_pooled_loco,spatial_hotspot,1.25,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,4,0.4444444444444444,7,5,0.7142857142857143,9,1,False,0.4444444444444444
